id1,id2,is_true_match,classification
mbrainz_13,lastFM_17186,,
mbrainz_13,lastFM_79,,
mbrainz_13,lastFM_17430,,
mbrainz_13,lastFM_7245,,
mbrainz_13,lastFM_77739,,
mbrainz_13,lastFM_5131,,
mbrainz_13,lastFM_19761,,
mbrainz_13,lastFM_66626,,
mbrainz_13,lastFM_28045,,
mbrainz_13,lastFM_73995,,
mbrainz_14,lastFM_142,,
mbrainz_14,lastFM_93,,
mbrainz_14,lastFM_21162,,
mbrainz_14,lastFM_5211,,
mbrainz_14,lastFM_28587,,
mbrainz_14,lastFM_4615,,
mbrainz_14,lastFM_50716,,
mbrainz_14,lastFM_12057,,
mbrainz_14,lastFM_29901,,
mbrainz_14,lastFM_41762,,
mbrainz_14,lastFM_24155,,
mbrainz_14,lastFM_71615,,
mbrainz_14,lastFM_20785,,
mbrainz_14,lastFM_60224,,
mbrainz_14,lastFM_10423,,
mbrainz_14,lastFM_29861,,
mbrainz_14,lastFM_38969,,
mbrainz_14,lastFM_80967,,
mbrainz_14,lastFM_5678,,
mbrainz_14,lastFM_4,,
mbrainz_15,lastFM_7235,,
mbrainz_15,lastFM_26335,,
mbrainz_15,lastFM_27905,,
mbrainz_15,lastFM_202,,
mbrainz_15,lastFM_3206,,
mbrainz_15,lastFM_208,,
mbrainz_15,lastFM_34002,,
mbrainz_15,lastFM_4849,,
mbrainz_15,lastFM_24747,,
mbrainz_15,lastFM_49398,,
mbrainz_15,lastFM_62,,
mbrainz_15,lastFM_2209,,
mbrainz_15,lastFM_8423,,
mbrainz_15,lastFM_10249,,
mbrainz_15,lastFM_55535,,
mbrainz_15,lastFM_4517,,
mbrainz_15,lastFM_54055,,
mbrainz_15,lastFM_72243,,
mbrainz_15,lastFM_7815,,
mbrainz_15,lastFM_25713,,
mbrainz_16,lastFM_2994,,
mbrainz_16,lastFM_4657,,
mbrainz_16,lastFM_72243,,
mbrainz_16,lastFM_12873,,
mbrainz_16,lastFM_28250,,
mbrainz_16,lastFM_5371,,
mbrainz_16,lastFM_36371,,
mbrainz_16,lastFM_27905,,
mbrainz_16,lastFM_25600,,
mbrainz_16,lastFM_16795,,
mbrainz_16,lastFM_604,,
mbrainz_16,lastFM_79293,,
mbrainz_16,lastFM_24279,,
mbrainz_16,lastFM_57905,,
mbrainz_16,lastFM_2667,,
mbrainz_16,lastFM_29209,,
mbrainz_16,lastFM_1744,,
mbrainz_16,lastFM_4721,,
mbrainz_16,lastFM_47328,,
mbrainz_16,lastFM_14493,,
mbrainz_17,lastFM_24,,
mbrainz_17,lastFM_9726,,
mbrainz_17,lastFM_10763,,
mbrainz_17,lastFM_46869,,
mbrainz_17,lastFM_61988,,
mbrainz_17,lastFM_14214,,
mbrainz_17,lastFM_33278,,
mbrainz_17,lastFM_19247,,
mbrainz_17,lastFM_41986,,
mbrainz_17,lastFM_76135,,
mbrainz_17,lastFM_55795,,
mbrainz_17,lastFM_36980,,
mbrainz_17,lastFM_37177,,
mbrainz_17,lastFM_47081,,
mbrainz_17,lastFM_49957,,
mbrainz_17,lastFM_39606,,
mbrainz_17,lastFM_59307,,
mbrainz_17,lastFM_52014,,
mbrainz_17,lastFM_53150,,
mbrainz_17,lastFM_47708,,
mbrainz_18,lastFM_6146,,
mbrainz_18,lastFM_26362,,
mbrainz_18,lastFM_34521,,
mbrainz_18,lastFM_71098,,
mbrainz_18,lastFM_13755,,
mbrainz_18,lastFM_73380,,
mbrainz_18,lastFM_58849,,
mbrainz_18,lastFM_4539,,
mbrainz_18,lastFM_22659,,
mbrainz_18,lastFM_9975,,
mbrainz_18,lastFM_3571,,
mbrainz_18,lastFM_30378,,
mbrainz_18,lastFM_61186,,
mbrainz_18,lastFM_14010,,
mbrainz_18,lastFM_29483,,
mbrainz_18,lastFM_8086,,
mbrainz_18,lastFM_22844,,
mbrainz_18,lastFM_7151,,
mbrainz_18,lastFM_35907,,
mbrainz_18,lastFM_41964,,
mbrainz_19,lastFM_27,,
mbrainz_19,lastFM_30103,,
mbrainz_19,lastFM_72216,,
mbrainz_19,lastFM_72747,,
mbrainz_19,lastFM_4344,,
mbrainz_19,lastFM_49332,,
mbrainz_19,lastFM_16394,,
mbrainz_19,lastFM_56813,,
mbrainz_19,lastFM_73532,,
mbrainz_19,lastFM_13437,,
mbrainz_19,lastFM_19906,,
mbrainz_19,lastFM_23112,,
mbrainz_19,lastFM_879,,
mbrainz_19,lastFM_58943,,
mbrainz_19,lastFM_22609,,
mbrainz_19,lastFM_2696,,
mbrainz_19,lastFM_22079,,
mbrainz_19,lastFM_8582,,
mbrainz_19,lastFM_755,,
mbrainz_19,lastFM_17977,,
mbrainz_20,lastFM_28,,
mbrainz_20,lastFM_66150,,
mbrainz_20,lastFM_33183,,
mbrainz_20,lastFM_23198,,
mbrainz_20,lastFM_414,,
mbrainz_20,lastFM_5371,,
mbrainz_20,lastFM_3728,,
mbrainz_20,lastFM_71120,,
mbrainz_20,lastFM_2097,,
mbrainz_20,lastFM_20277,,
mbrainz_20,lastFM_9647,,
mbrainz_20,lastFM_541,,
mbrainz_20,lastFM_2589,,
mbrainz_20,lastFM_17278,,
mbrainz_20,lastFM_18851,,
mbrainz_20,lastFM_15296,,
mbrainz_20,lastFM_24287,,
mbrainz_20,lastFM_66588,,
mbrainz_20,lastFM_27189,,
mbrainz_20,lastFM_60224,,
mbrainz_21,lastFM_30,,
mbrainz_21,lastFM_4052,,
mbrainz_21,lastFM_25668,,
mbrainz_21,lastFM_58974,,
mbrainz_21,lastFM_29112,,
mbrainz_21,lastFM_25600,,
mbrainz_21,lastFM_13715,,
mbrainz_21,lastFM_179,,
mbrainz_21,lastFM_11122,,
mbrainz_21,lastFM_168,,
mbrainz_21,lastFM_66293,,
mbrainz_21,lastFM_4538,,
mbrainz_21,lastFM_59340,,
mbrainz_21,lastFM_38533,,
mbrainz_21,lastFM_10915,,
mbrainz_21,lastFM_16149,,
mbrainz_21,lastFM_697,,
mbrainz_21,lastFM_36533,,
mbrainz_21,lastFM_26200,,
mbrainz_21,lastFM_41397,,
mbrainz_22,lastFM_5663,,
mbrainz_22,lastFM_49799,,
mbrainz_22,lastFM_60033,,
mbrainz_22,lastFM_26969,,
mbrainz_22,lastFM_66794,,
mbrainz_22,lastFM_50788,,
mbrainz_22,lastFM_72364,,
mbrainz_22,lastFM_45650,,
mbrainz_22,lastFM_4499,,
mbrainz_22,lastFM_41137,,
mbrainz_22,lastFM_66293,,
mbrainz_22,lastFM_49493,,
mbrainz_22,lastFM_9560,,
mbrainz_22,lastFM_2097,,
mbrainz_22,lastFM_36994,,
mbrainz_22,lastFM_12873,,
mbrainz_22,lastFM_56510,,
mbrainz_22,lastFM_36057,,
mbrainz_22,lastFM_72216,,
mbrainz_22,lastFM_23406,,
mbrainz_23,lastFM_1637,,
mbrainz_23,lastFM_55757,,
mbrainz_23,lastFM_29610,,
mbrainz_23,lastFM_10197,,
mbrainz_23,lastFM_1394,,
mbrainz_23,lastFM_27189,,
mbrainz_23,lastFM_367,,
mbrainz_23,lastFM_70930,,
mbrainz_23,lastFM_3537,,
mbrainz_23,lastFM_13962,,
mbrainz_23,lastFM_432,,
mbrainz_23,lastFM_997,,
mbrainz_23,lastFM_19761,,
mbrainz_23,lastFM_22659,,
mbrainz_23,lastFM_4657,,
mbrainz_23,lastFM_29483,,
mbrainz_23,lastFM_3442,,
mbrainz_23,lastFM_2739,,
mbrainz_23,lastFM_40249,,
mbrainz_23,lastFM_75630,,
mbrainz_25,lastFM_34,,
mbrainz_25,lastFM_14281,,
mbrainz_25,lastFM_11312,,
mbrainz_25,lastFM_1058,,
mbrainz_25,lastFM_37035,,
mbrainz_25,lastFM_9072,,
mbrainz_25,lastFM_55706,,
mbrainz_25,lastFM_34934,,
mbrainz_25,lastFM_1074,,
mbrainz_25,lastFM_9688,,
mbrainz_25,lastFM_65617,,
mbrainz_25,lastFM_66329,,
mbrainz_25,lastFM_33457,,
mbrainz_25,lastFM_58943,,
mbrainz_25,lastFM_189,,
mbrainz_25,lastFM_18033,,
mbrainz_25,lastFM_29616,,
mbrainz_25,lastFM_5577,,
mbrainz_25,lastFM_5985,,
mbrainz_25,lastFM_6553,,
mbrainz_26,lastFM_44502,,
mbrainz_26,lastFM_19761,,
mbrainz_26,lastFM_15394,,
mbrainz_26,lastFM_25385,,
mbrainz_26,lastFM_17186,,
mbrainz_26,lastFM_39173,,
mbrainz_26,lastFM_48142,,
mbrainz_26,lastFM_14010,,
mbrainz_26,lastFM_8210,,
mbrainz_26,lastFM_12402,,
mbrainz_26,lastFM_755,,
mbrainz_26,lastFM_53609,,
mbrainz_26,lastFM_82858,,
mbrainz_26,lastFM_7604,,
mbrainz_26,lastFM_56542,,
mbrainz_26,lastFM_13307,,
mbrainz_26,lastFM_62782,,
mbrainz_26,lastFM_997,,
mbrainz_26,lastFM_55694,,
mbrainz_26,lastFM_72828,,
mbrainz_27,lastFM_37,,
mbrainz_27,lastFM_5959,,
mbrainz_27,lastFM_34448,,
mbrainz_27,lastFM_36994,,
mbrainz_27,lastFM_62776,,
mbrainz_27,lastFM_14501,,
mbrainz_27,lastFM_75577,,
mbrainz_27,lastFM_18811,,
mbrainz_27,lastFM_46871,,
mbrainz_27,lastFM_38292,,
mbrainz_27,lastFM_42440,,
mbrainz_27,lastFM_35691,,
mbrainz_27,lastFM_15952,,
mbrainz_27,lastFM_17042,,
mbrainz_27,lastFM_81388,,
mbrainz_27,lastFM_3935,,
mbrainz_27,lastFM_11283,,
mbrainz_27,lastFM_18652,,
mbrainz_27,lastFM_6525,,
mbrainz_27,lastFM_7373,,
mbrainz_30,lastFM_40,,
mbrainz_30,lastFM_66876,,
mbrainz_30,lastFM_34075,,
mbrainz_30,lastFM_67736,,
mbrainz_30,lastFM_48900,,
mbrainz_30,lastFM_36994,,
mbrainz_30,lastFM_24071,,
mbrainz_30,lastFM_14501,,
mbrainz_30,lastFM_50490,,
mbrainz_30,lastFM_68282,,
mbrainz_30,lastFM_6927,,
mbrainz_30,lastFM_68283,,
mbrainz_30,lastFM_19147,,
mbrainz_30,lastFM_72243,,
mbrainz_30,lastFM_42570,,
mbrainz_30,lastFM_51423,,
mbrainz_30,lastFM_27405,,
mbrainz_30,lastFM_40312,,
mbrainz_30,lastFM_26323,,
mbrainz_30,lastFM_6442,,
mbrainz_31,lastFM_39237,,
mbrainz_31,lastFM_4786,,
mbrainz_31,lastFM_65837,,
mbrainz_31,lastFM_15118,,
mbrainz_31,lastFM_26717,,
mbrainz_31,lastFM_60111,,
mbrainz_31,lastFM_82314,,
mbrainz_31,lastFM_11922,,
mbrainz_31,lastFM_50717,,
mbrainz_31,lastFM_31859,,
mbrainz_31,lastFM_65219,,
mbrainz_31,lastFM_29580,,
mbrainz_31,lastFM_7807,,
mbrainz_31,lastFM_83591,,
mbrainz_31,lastFM_55267,,
mbrainz_31,lastFM_75729,,
mbrainz_31,lastFM_9284,,
mbrainz_31,lastFM_57210,,
mbrainz_31,lastFM_6582,,
mbrainz_31,lastFM_37764,,
mbrainz_32,lastFM_76905,,
mbrainz_32,lastFM_57563,,
mbrainz_32,lastFM_21128,,
mbrainz_32,lastFM_51313,,
mbrainz_32,lastFM_1322,,
mbrainz_32,lastFM_31254,,
mbrainz_32,lastFM_19130,,
mbrainz_32,lastFM_36112,,
mbrainz_32,lastFM_45942,,
mbrainz_32,lastFM_48547,,
mbrainz_32,lastFM_59943,,
mbrainz_32,lastFM_74914,,
mbrainz_32,lastFM_21994,,
mbrainz_32,lastFM_37645,,
mbrainz_32,lastFM_48668,,
mbrainz_32,lastFM_81591,,
mbrainz_32,lastFM_20570,,
mbrainz_32,lastFM_18483,,
mbrainz_32,lastFM_67117,,
mbrainz_32,lastFM_76198,,
mbrainz_33,lastFM_29092,,
mbrainz_33,lastFM_23458,,
mbrainz_33,lastFM_69557,,
mbrainz_33,lastFM_39063,,
mbrainz_33,lastFM_17205,,
mbrainz_33,lastFM_51000,,
mbrainz_33,lastFM_13258,,
mbrainz_33,lastFM_25445,,
mbrainz_33,lastFM_20503,,
mbrainz_33,lastFM_28587,,
mbrainz_33,lastFM_38743,,
mbrainz_33,lastFM_9511,,
mbrainz_33,lastFM_24648,,
mbrainz_33,lastFM_9536,,
mbrainz_33,lastFM_997,,
mbrainz_33,lastFM_47174,,
mbrainz_33,lastFM_82166,,
mbrainz_33,lastFM_49465,,
mbrainz_33,lastFM_56542,,
mbrainz_33,lastFM_54273,,
mbrainz_35,lastFM_22843,,
mbrainz_35,lastFM_54245,,
mbrainz_35,lastFM_70040,,
mbrainz_35,lastFM_20844,,
mbrainz_35,lastFM_61776,,
mbrainz_35,lastFM_65591,,
mbrainz_35,lastFM_52941,,
mbrainz_35,lastFM_60932,,
mbrainz_35,lastFM_34037,,
mbrainz_35,lastFM_37604,,
mbrainz_35,lastFM_47678,,
mbrainz_35,lastFM_65857,,
mbrainz_35,lastFM_19350,,
mbrainz_35,lastFM_19346,,
mbrainz_35,lastFM_476,,
mbrainz_35,lastFM_46282,,
mbrainz_35,lastFM_27859,,
mbrainz_35,lastFM_50490,,
mbrainz_35,lastFM_17897,,
mbrainz_35,lastFM_21362,,
mbrainz_37,lastFM_7247,,
mbrainz_37,lastFM_22844,,
mbrainz_37,lastFM_26362,,
mbrainz_37,lastFM_1755,,
mbrainz_37,lastFM_6146,,
mbrainz_37,lastFM_83263,,
mbrainz_37,lastFM_27544,,
mbrainz_37,lastFM_29038,,
mbrainz_37,lastFM_2972,,
mbrainz_37,lastFM_69437,,
mbrainz_37,lastFM_11561,,
mbrainz_37,lastFM_35734,,
mbrainz_37,lastFM_4742,,
mbrainz_37,lastFM_31398,,
mbrainz_37,lastFM_61012,,
mbrainz_37,lastFM_18811,,
mbrainz_37,lastFM_71098,,
mbrainz_37,lastFM_22659,,
mbrainz_37,lastFM_22654,,
mbrainz_37,lastFM_34521,,
mbrainz_38,lastFM_52,,
mbrainz_38,lastFM_8210,,
mbrainz_38,lastFM_93,,
mbrainz_38,lastFM_9093,,
mbrainz_38,lastFM_34075,,
mbrainz_38,lastFM_10197,,
mbrainz_38,lastFM_19147,,
mbrainz_38,lastFM_25385,,
mbrainz_38,lastFM_444,,
mbrainz_38,lastFM_6388,,
mbrainz_38,lastFM_1556,,
mbrainz_38,lastFM_13325,,
mbrainz_38,lastFM_1637,,
mbrainz_38,lastFM_46147,,
mbrainz_38,lastFM_52591,,
mbrainz_38,lastFM_48753,,
mbrainz_38,lastFM_64268,,
mbrainz_38,lastFM_48142,,
mbrainz_38,lastFM_28214,,
mbrainz_38,lastFM_29061,,
mbrainz_39,lastFM_53,,
mbrainz_39,lastFM_414,,
mbrainz_39,lastFM_32456,,
mbrainz_39,lastFM_80178,,
mbrainz_39,lastFM_3728,,
mbrainz_39,lastFM_5124,,
mbrainz_39,lastFM_5985,,
mbrainz_39,lastFM_22939,,
mbrainz_39,lastFM_4499,,
mbrainz_39,lastFM_18421,,
mbrainz_39,lastFM_66588,,
mbrainz_39,lastFM_33183,,
mbrainz_39,lastFM_44105,,
mbrainz_39,lastFM_27189,,
mbrainz_39,lastFM_4657,,
mbrainz_39,lastFM_5371,,
mbrainz_39,lastFM_30838,,
mbrainz_39,lastFM_83571,,
mbrainz_39,lastFM_51607,,
mbrainz_39,lastFM_40658,,
mbrainz_40,lastFM_54,,
mbrainz_40,lastFM_3458,,
mbrainz_40,lastFM_34521,,
mbrainz_40,lastFM_476,,
mbrainz_40,lastFM_20503,,
mbrainz_40,lastFM_6487,,
mbrainz_40,lastFM_869,,
mbrainz_40,lastFM_5964,,
mbrainz_40,lastFM_58817,,
mbrainz_40,lastFM_997,,
mbrainz_40,lastFM_24287,,
mbrainz_40,lastFM_8373,,
mbrainz_40,lastFM_78672,,
mbrainz_40,lastFM_23198,,
mbrainz_40,lastFM_49028,,
mbrainz_40,lastFM_14010,,
mbrainz_40,lastFM_66216,,
mbrainz_40,lastFM_12800,,
mbrainz_40,lastFM_64903,,
mbrainz_40,lastFM_16380,,
mbrainz_41,lastFM_55,,
mbrainz_41,lastFM_26323,,
mbrainz_41,lastFM_59248,,
mbrainz_41,lastFM_14159,,
mbrainz_41,lastFM_68528,,
mbrainz_41,lastFM_71328,,
mbrainz_41,lastFM_8488,,
mbrainz_41,lastFM_43204,,
mbrainz_41,lastFM_22351,,
mbrainz_41,lastFM_34037,,
mbrainz_41,lastFM_39006,,
mbrainz_41,lastFM_34250,,
mbrainz_41,lastFM_45705,,
mbrainz_41,lastFM_65591,,
mbrainz_41,lastFM_6636,,
mbrainz_41,lastFM_19346,,
mbrainz_41,lastFM_52973,,
mbrainz_41,lastFM_9137,,
mbrainz_41,lastFM_51607,,
mbrainz_41,lastFM_10322,,
mbrainz_42,lastFM_24575,,
mbrainz_42,lastFM_80967,,
mbrainz_42,lastFM_38969,,
mbrainz_42,lastFM_93,,
mbrainz_42,lastFM_4,,
mbrainz_42,lastFM_17968,,
mbrainz_42,lastFM_13962,,
mbrainz_42,lastFM_39161,,
mbrainz_42,lastFM_30111,,
mbrainz_42,lastFM_17891,,
mbrainz_42,lastFM_19737,,
mbrainz_42,lastFM_69405,,
mbrainz_42,lastFM_327,,
mbrainz_42,lastFM_38885,,
mbrainz_42,lastFM_58192,,
mbrainz_42,lastFM_6428,,
mbrainz_42,lastFM_67548,,
mbrainz_42,lastFM_73380,,
mbrainz_42,lastFM_13755,,
mbrainz_42,lastFM_77028,,
mbrainz_43,lastFM_59485,,
mbrainz_43,lastFM_5211,,
mbrainz_43,lastFM_12608,,
mbrainz_43,lastFM_82118,,
mbrainz_43,lastFM_12226,,
mbrainz_43,lastFM_5964,,
mbrainz_43,lastFM_364,,
mbrainz_43,lastFM_3046,,
mbrainz_43,lastFM_66126,,
mbrainz_43,lastFM_53475,,
mbrainz_43,lastFM_25256,,
mbrainz_43,lastFM_37645,,
mbrainz_43,lastFM_76933,,
mbrainz_43,lastFM_54,,
mbrainz_43,lastFM_5754,,
mbrainz_43,lastFM_57669,,
mbrainz_43,lastFM_29861,,
mbrainz_43,lastFM_46163,,
mbrainz_43,lastFM_3201,,
mbrainz_43,lastFM_23040,,
mbrainz_44,lastFM_59,,
mbrainz_44,lastFM_3023,,
mbrainz_44,lastFM_7235,,
mbrainz_44,lastFM_2209,,
mbrainz_44,lastFM_26335,,
mbrainz_44,lastFM_6340,,
mbrainz_44,lastFM_604,,
mbrainz_44,lastFM_62516,,
mbrainz_44,lastFM_27905,,
mbrainz_44,lastFM_29788,,
mbrainz_44,lastFM_83401,,
mbrainz_44,lastFM_54055,,
mbrainz_44,lastFM_24335,,
mbrainz_44,lastFM_77537,,
mbrainz_44,lastFM_49631,,
mbrainz_44,lastFM_42193,,
mbrainz_44,lastFM_2567,,
mbrainz_44,lastFM_24747,,
mbrainz_44,lastFM_19802,,
mbrainz_44,lastFM_31359,,
mbrainz_45,lastFM_53879,,
mbrainz_45,lastFM_40392,,
mbrainz_45,lastFM_12319,,
mbrainz_45,lastFM_28322,,
mbrainz_45,lastFM_47397,,
mbrainz_45,lastFM_45052,,
mbrainz_45,lastFM_29442,,
mbrainz_45,lastFM_65837,,
mbrainz_45,lastFM_6260,,
mbrainz_45,lastFM_43682,,
mbrainz_45,lastFM_54302,,
mbrainz_45,lastFM_83170,,
mbrainz_45,lastFM_22351,,
mbrainz_45,lastFM_29916,,
mbrainz_45,lastFM_74715,,
mbrainz_45,lastFM_10885,,
mbrainz_45,lastFM_41432,,
mbrainz_45,lastFM_25796,,
mbrainz_45,lastFM_9094,,
