id,title,book-author,year-of-publication,publisher,isbn_clean
amazon_661,the unsung hero,suzanne brockmann,2000,Ivy Books,080411952X
amazon_666,kissing in manhattan,david schickler,2002,Delta,0385335679
amazon_667,echoes,maeve binchy,1989,Dell,0440122090
amazon_681,final appeal,lisa scottoline,1994,HarperTorch,0061042943
amazon_687,the pinball effect how renaissance water gardens made the carburetor possibleand other journeys through knowledge pinball effect,james burke,1996,Little Brown &amp; Co,0316116025
amazon_695,the future of leadership todays top leadership thinkers speak to tomorrows leaders,warren bennis,2001,Jossey-Bass,0787955671
amazon_700,i and thou,martin buber,1971,Free Press,0684717255
amazon_703,becoming a man half a life story,paul monette,1993,HarperSanFrancisco,0062507249
amazon_704,old man and the sea,ernest hemingway,1995,Scribner,0684801221
amazon_706,the dominant blonde,alisa kwitney,2002,Avon Trade,0060083298
amazon_712,the mist and the magic harper monogram,susan wiggs,1993,Harper Mass Market Paperbacks,0061080519
amazon_713,icy sparks,gwyn hyman rubio,2001,Penguin Books,0142000205
amazon_716,strange fits of passion a novel,anita shreve,1999,Harvest Books,015600710X
amazon_717,the monk downstairs a novel,tim farrington,2002,HarperSanFrancisco,0062517856
amazon_720,waking the dead,scott spencer,2000,Berkley Publishing Group,0425169626
amazon_757,big trouble,dave barry,2002,Berkley Publishing Group,0425184129
amazon_758,snow falling on cedars,david guterson,1994,Harcourt,0151001006
amazon_760,the reader,bernhard schlink,1997,Random House,0679442790
amazon_769,the cider house rules a novel modern library,john irving,1999,Modern Library,0679603352
amazon_777,nights in rodanthe,nicholas sparks,2002,Warner Books,0446531332
amazon_778,man and boy,tony parsons,2001,Sourcebooks Landmark,1570717257
amazon_781,the two towers the lord of the rings part 2,jrr tolkien,1986,Del Rey,0345339711
amazon_783,the perfect storm a true story of men against the sea,sebastian junger,1997,Little Brown and Company,039304016X
amazon_787,suzannes diary for nicholas,james patterson,2001,"Little, Brown",0316969443
amazon_788,he sees you when youre sleeping a novel,mary higgins clark,2001,Scribner,0743230051
amazon_812,george w bushisms the slate book of the accidental wit and wisdom of our 43rd president,jacob weisberg,2001,Fireside,0743222229
amazon_818,how not to say what you mean a dictionary of euphemisms oxford paperback reference s,r w holder,2003,Oxford University Press,0198604025
amazon_822,the sorcerers companion a guide to the magical world of harry potter,allan zola kronzek,2001,Broadway,0767908473
amazon_834,me talk pretty one day,david sedaris,2001,Back Bay Books,0316776963
amazon_836,stardust,neil gaiman,2001,Perennial,0060934719
amazon_845,love ruins everything a novel,karen x tulchinsky,1998,Press Gang Publishers,0889740828
amazon_854,star wars the rebel dawn the han solo trilogy star wars han solo trilogy paperback,ac crispin,1998,Spectra Books,0553574175
amazon_856,the paradise snare star wars the han solo trilogy volume 1,a c crispin,1998,Spectra Books,0553574159
amazon_863,circle of three 12 written in the stars circle of three,isobel bird,2001,Avon,0060006048
amazon_864,the space merchants,frederik pohl,1987,St Martins Pr,0312906552
amazon_867,the year they burned the books,nancy garden,1999,Farrar Straus Giroux,0374386676
amazon_870,changer,jane lindskold,1998,Eos,0380788497
amazon_875,i hadnt meant to tell you this,jacqueline woodson,1995,Laurel-Leaf Books,0440219604
amazon_887,the door to december,dean r koontz,2002,Signet Book,0451205421
amazon_890,the grass is always greener over the septic tank,erma bombeck,1988,Fawcett Books,0449207595
amazon_899,the horkbajir chronicles animorphs series,k a applegate,1998,Scholastic,0439042917
amazon_929,belonging in the two berlins kin state nation cambridge studies in social and cultural anthropology,john borneman,1992,Cambridge University Press,0521427150
amazon_934,the return of simple,langston hughes,1995,Hill &amp; Wang,080901582X
amazon_936,a minor indiscretion red dress ink paperback,carol matthews,2003,Red Dress Ink,0373250339
amazon_940,american poetry since 1970 up late,andrei codrescu,1988,Four Walls Eight Windows,0941423042
amazon_946,the bear and the dragon,tom clancy,2000,G. P. Putnam's Sons,039914563X
amazon_947,enders game ender wiggins saga paperback,orson scott card,1992,Tor Books,0312853238
amazon_972,golden cup,belva plain,1987,Dell,0440130913
amazon_985,hound of the baskervilles aladdin classics,sir arthur conan doyle,2000,Aladdin,068983571X
amazon_994,wuthering heights,emily bronte,1983,Bantam,0553212583
amazon_1007,somebody help me,beverly hastings,1993,Berkley Publishing Group,0425139069
amazon_1008,other worlds the comical history of the states and empires of the moon and sun science fiction master series,cyrano de bergerac,1976,New English Library,0450029956
amazon_1013,the rainmaker,john grisham,1996,Dell,044022165X
amazon_1017,toxin,robin cook,1998,Putnam Pub Group,0399143165
amazon_1019,the bad place,dean r koontz,1994,Berkley Publishing Group,0425124347
amazon_1023,into the darkness,barbara michaels,1996,Berkley Publishing Group,042512892X
amazon_1048,the art of travel,alain de botton,2002,Pantheon,0375420827
amazon_1057,a spell for chameleon xanth novels paperback,piers anthony,1987,Del Rey Books,0345347536
amazon_1062,post office,charles bukowski,1980,Black Sparrow Books,0876850867
amazon_1070,calling on dragons read with me paperbacks,patricia c wrede,1994,Point Fantasy,0590484672
amazon_1072,fall on your knees oprah 45,annmarie macdonald,2002,Touchstone,0743237188
amazon_1077,random winds,belva plain,1987,Dell,0440175623
amazon_1082,this boys life a memoir,tobias wolff,1989,Perennial,0060972777
amazon_1092,cat kat n,b kliban,1975,Workman Pub. Co,0911104542
amazon_1098,white noise contemporary american fiction,don delillo,1991,Penguin Books,0140077022
amazon_1105,loving,charles sullivan,1992,Harry N Abrams,0810935627
amazon_1107,shes come undone oprahs book club paperback,wally lamb,1996,Washington Square Press,0671003755
amazon_1110,clarissa abridged,samuel richardson,1962,Houghton Mifflin Company,0395051649
amazon_1115,notions and potions a safe practical guide to creating magic amp miracles,susan bowes,1997,Sterling Publishing,0806996021
amazon_1140,black rainbow,barbara michaels,1994,Berkley Publishing Group,0425124819
amazon_1153,dragons of summer flame,margaret weis,2002,Wizards of the Coast,0786927089
amazon_1176,american gods,neil gaiman,2002,HarperTorch,0380789035
amazon_1183,harp and the blade,john myers myers,1985,Ace Books,0441317502
amazon_1185,the skystone whyte jack camulod chronicles bk 1,jack whyte,1996,Forge,0812551389
amazon_1186,one tree donaldson stephen r second chronicles of thomas covenant bk 2,stephen r donaldson,1982,Ballantine Books,0345298985
amazon_1191,lord fouls bane the chronicles of thomas covenant the unbeliever book one,stephen r donaldson,1978,Del Rey Books,034531011X
amazon_1195,red dragon,thomas harris,2000,Dell Publishing Company,0440206154
amazon_1196,jurassic park,michael crichton,1999,Ballantine Books,0345370775
amazon_1197,imaginary lands,robin mckinley,1985,Ace Books,0441366945
amazon_1213,four complete lord peter wimsey novels,dorothy l sayers,1982,Random House Value Publishing,0517395754
amazon_1219,the earth house,jeanne duprau,1992,New Chapter Press,0942257324
amazon_1241,vice,jane feather,1996,Bantam,0553572490
amazon_1242,west of dodge,louis lamour,1997,Bantam,0553576976
amazon_1245,caverns of socrates,dennis l mckiernan,1996,Roc,0451454677
amazon_1250,hand of an angel silhouette desire no 844,bj james,1994,Silhouette,0373058446
amazon_1266,last dance last chance ann rules crime files,ann rule,2002,Pocket,067102535X
amazon_1289,the curse of madame c a far side collection,gary larson,1994,Andrews McMeel Publishing,0836217632
amazon_1292,happy trails,berke breathed,1990,Little Brown &amp; Co,0316107417
amazon_1303,return of the jedi star wars,james kahn,1983,Del Rey Books,0345307674
amazon_1305,ship who sang,anne mccaffrey,1979,Del Rey Books,0345297687
amazon_1307,the color of water a black mans tribute to his white mother,james mcbride,1997,Riverhead Books,1573225789
amazon_1312,mythion improbable myth books,robert asprin,2002,Ace Books,044100962X
amazon_1315,the family orchard,nomi eve,2001,Vintage Books USA,0375724575
amazon_1320,elfstones of shannara,terry brooks,1990,Del Rey Books,0345285549
amazon_1322,ogre ogre,piers anthony,1982,Del Rey Books,0345301870
amazon_1331,sons of texas callaway country,annette broadrick,2000,Silhouette,0373484070
amazon_1333,gingerbread,rachel cohn,2003,Simon Pulse,068986020X
amazon_1337,smoke in mirrors,jayne ann krentz,2002,Jove Books,051513399X
amazon_1338,table for two,nora roberts,2002,Silhouette,0373218400
amazon_1342,in search of america,tod brewster,2002,Hyperion,0786867086
amazon_1343,the distance between,eliza osborne,2000,Soho Press,1569471800
amazon_1344,the museum guard,howard norman,1998,Farrar Straus Giroux,0374216495
amazon_1353,good omens,neil gaiman,1996,Ace Books,0441003257
amazon_1371,the god of mirrors,robert reilly,1986,Atlantic Monthly Press,0871130297
amazon_1394,nightchild gollancz sf s,james barclay,2002,Gollancz,0575073004
amazon_1398,the sinner,tess gerritsen,2003,Ballantine Books,0345458915
amazon_1409,french lieutenants woman,john fowles,1996,Signet Book,0451163753
amazon_1412,kitchen,banana yoshimoto,1994,Washington Square Press,0671880187
amazon_1414,how in the world a fascinating journey through the world of human ingenuity,readers digest,1990,Readers Digest,0895773538
amazon_1427,the adventures of augie march,saul bellow,2003,Viking Books,0670032425
amazon_1430,the kitchen gods wife,amy tan,1992,Ivy Books,080410753X
amazon_1443,saucer,stephen coonts,2003,St. Martin's Paperbacks,0312983212
amazon_1447,arnold an unauthorized biography,wendy leigh,1990,McGraw-Hill,0865532168
amazon_1467,raptor red,robert t bakker,1996,Bantam,0553575619
amazon_1470,threat vector,michael dimercurio,2000,Onyx Books,0451409086
amazon_1473,hitchhikerss guide to the galaxy,douglas adams,1984,Pocket,0671527215
amazon_1474,tales of terror and the supernatural,wilkie collins,1972,Dover Publications,0486203077
amazon_1476,braveheart,randall wallace,1995,Pocket,0671522817
amazon_1487,all around the town,mary higgins clark,1993,Pocket Star,0671793489
amazon_1492,angel falls,kristin hannah,2001,Ballantine Books,0449006344
amazon_1493,blue moon,luanne rice,1994,Bantam Books,0553568183
amazon_1494,the fountainhead,ayn rand,1996,New American Library,0451191153
amazon_1495,the loop,nicholas evans,1999,Dell Publishing Company,0440224624
amazon_1497,good in bed,jennifer weiner,2002,Washington Square Press,0743418174
amazon_1499,out of sight,elmore leonard,1998,Dell,0440214424
amazon_1500,sense and sensibility,jane austen,1995,Signet Book,0451187903
amazon_1503,the count of monte cristo bantam classics,alexandre dumas,1984,Bantam,0553213504
amazon_1521,circle of three a novel,patricia gaffney,2001,HarperTorch,0061098361
amazon_1528,midnight runner,jack higgins,2003,Berkley Publishing Group,0425189414
amazon_1530,a killing gift,leslie glass,2003,Onyx Books,0451410912
amazon_1537,bitter blood a true story of southern family pride madness and multiple murder,jerry bledsoe,1997,Onyx Books,0451402103
amazon_1543,little girl lost,drew barrymore,1991,Pocket,0671689231
amazon_1544,the princess diaries,meg cabot,2001,HarperTrophy,0380814021
amazon_1550,sarahs baby koomera crossing,margaret way,2003,Harlequin,0373711115
amazon_1552,the wailing wind,tony hillerman,2003,HarperTorch,0061098795
amazon_1556,the other path the economic answer to terrorism,hernando de soto,2002,Perseus Books Group,0465016103
amazon_1557,in the blink of an eye the taylor clan harlequin intrigue no 651,julie miller,2002,Harlequin,0373226519
amazon_1565,the dress lodger ballantine readers circle,sheri holman,2001,Ballantine Books,0345436911
amazon_1589,shadow of the hegemon ender wiggins saga paperback,orson scott card,2001,Tor Books,0812565959
amazon_1594,csi sin city,max allan collins,2002,Pocket,0743444051
amazon_1596,the blue nowhere a novel,jeffery deaver,2002,Pocket,0671042262
amazon_1611,it happened to nancy by an anonymous teenager a true story from her diary confident collector,beatrice sparks,1994,Avon,0380773155
amazon_1632,la nuit des temps,rene barjavel,0,Presses De La Cite French,2266000489
amazon_1634,bears in the night bright amp early books,stan berenstain,1971,Random House,0394822862
amazon_1637,the notsoperfect picnic,disney enterprises inc,1998,Advance Publishers LLC,1579730272
amazon_1640,miro famous artists,nicholas ross,1995,Barron's Educational Series,0812094271
amazon_1641,the indian in the cupboard,lynne reid banks,1999,HarperTrophy,0380600129
amazon_1648,no survivors nightmare room thrillogy 3,r l stine,2001,Avon Books,0064410358
amazon_1654,the second rumpole omnibus crime monthly,john mortimer,1989,Penguin Books,0140089586
amazon_1661,house atreides dune house trilogy book 1,brian herbert,2000,Spectra Books,0553580272
amazon_1670,and the sea will tell,vincent bugliosi,1991,W W Norton &amp; Co Inc,0393029190
amazon_1673,all new great american favorite brand name cookbook,ltd editorial staff publication international,1997,Publications International,0785324712
amazon_1691,what to expect the first year,arlene eisenberg,1989,Workman Publishing,0894805770
amazon_1696,miss julia speaks her mind a novel,ann b ross,2000,Perennial,0688177751
amazon_1698,your blues aint like mine,bebe moore campbell,1995,Ballantine Books,0345401123
amazon_1705,the torn skirt,rebecca godfrey,2002,Perennial,0060094850
amazon_1706,theres a spiritual solution to every problem,wayne w dyer,2001,HarperCollins,0060192305
amazon_1714,the cat who played brahms,lilian jackson braun,1997,Jove Books,0515090506
amazon_1717,totally useless office skills 75 great ways to play at work,rick davis,1997,Hobblebush Books,0963641328
amazon_1723,something under the bed is drooling,bill watterson,1988,Andrews McMeel Publishing,0836218256
amazon_1724,the war against population the economics and ideology of population control,jacqueline kasun,1999,Ignatius Press,0898707129
amazon_1740,maiden of the mist a legend of niagara falls,veronika martenova charles,2001,Stoddart Kids,0773762078
amazon_1755,climbing mt shasta route 1 avalanche gulch,steve lewis,1996,Photografix,1888740051
amazon_1764,the hobbit leatherette collectors edition,j r r tolkien,1973,Houghton Mifflin Company,0395177111
amazon_1795,the curious incident of the dog in the nighttime today show book club 13,mark haddon,2003,Doubleday,0385512104
amazon_1801,eat right for your type,peter j dadamo,1996,G. P. Putnam's Sons,039914255X
amazon_1804,sliver a novel,ira levin,1993,Bantam Books,0553295071
amazon_1807,the magic pudding being the adventures of bunyip bluegum and his friends bill barnacle amp sam sawnoff new york review childrens collection,norman lindsay,2004,New York Review Children's Collection,1590171012
amazon_1814,walk two moons,sharon creech,1996,HarperTrophy,0064405176
amazon_1824,whispering rabbit the,margaret wise brown,1992,Golden Books,0307001385
amazon_1837,waiting to exhale,terry mcmillan,1995,Pocket,0671537458
amazon_1843,my side the autobiography of ruth gordon,ruth gordon,1976,Harper &amp; Row,0060116188
amazon_1846,the collected stories of isaac bashevis singer,isaac bashevis singer,1983,Farrar Straus Giroux,0374517886
amazon_1855,chromosome 6,robin cook,2000,Berkley Publishing Group,0425161242
amazon_1862,black friday,james patterson,1989,Warner Vision,0446609323
amazon_1872,flesh and blood,jonathan kellerman,2001,Random House,0679459626
amazon_1873,darwinia,robert charles wilson,1999,Tor Books,0812566629
amazon_1919,skinwalkers joe leaphornjim chee novels,tony hillerman,1990,HarperTorch,0061000175
amazon_1932,a cup of tea ballantine readers circle,amy ephron,1998,Ballantine Books,0345425707
amazon_1953,brunelleschis dome how a renaissance genius reinvented architecture,ross king,2000,Penguin Books,0802713661
amazon_1954,the giver readers circle,lois lowry,2002,Laurel Leaf,0440237688
amazon_1958,starfire bantam spectra,charles sheffield,2000,Spectra Books,0553577395
amazon_1963,absolute power,david baldacci,1996,Warner Books,0446519960
amazon_1970,the man who mistook his wife for a hat and other clinical tales,oliver sacks,1987,Harpercollins,0060970790
amazon_1977,emmanuels book a manual for living comfortably in the cosmos,pat rodegast,1987,Bantam,0553343874
amazon_1986,the handmaids tale,margaret atwood,1989,Fawcett Books,0449212602
amazon_1995,body of lies,iris johansen,2003,Bantam,0553582143
amazon_1996,every breath you take a true story of obsession revenge and murder,ann rule,2001,Free Press,0743202961
amazon_2003,everything she ever wanted,ann rule,1993,Pocket,067169071X
amazon_2008,the white puma,rd lawrence,1991,Pinnacle Books,1558175326
amazon_2011,the cat who knew shakespeare,lilian jackson braun,1988,Jove Books,0515095826
amazon_2026,crescent city rhapsody,kathleen ann goonan,2001,Eos,038080350X
amazon_2027,written on the body,jeanette winterson,1994,Vintage Books USA,0679744479
amazon_2029,molly takes flight american girls short stories,valerie tripp,1999,Pleasant Company Publications,1562477676
amazon_2038,eyes of the dragon,stephen king,1988,Penguin Putnam~mass,0451151259
amazon_2040,the simple truth,david baldacci,1999,Warner Books,0446607711
amazon_2047,the age of innocence,edith wharton,2004,Barnes &amp; Noble Books-Imports,1593080743
amazon_2048,black thorn white rose,ellen datlow,1995,Eos,0380771292
amazon_2058,a guide to the star wars universe,bill slavicsek,1994,Del Rey Books,0345386256
amazon_2066,brave new world amp brave new world revisited,aldous huxley,1942,Perennial,0060901012
amazon_2067,the antelope wife a novel,louise erdrich,1999,Perennial,0060930071
amazon_2068,tracks ri,louise erdrich,2004,Perennial,0060972459
amazon_2091,after dark,jayne castle,2000,Jove Books,051512902X
amazon_2116,body battles,rita golden gelman,1992,Scholastic,0590449737
amazon_2123,the mists of avalon,marion zimmer bradley,1987,Del Rey,0345350499
amazon_2130,now you see her,linda howard,2003,Pocket Books,0743482891
amazon_2137,coming home to you harlequin super romance no 961,fay robinson,2001,Harlequin,0373709617
amazon_2138,sullivans woman 22 nora roberts language of love on 22,nora roberts,1992,Silhouette,0373510225
amazon_2160,the fortune hunter signet regency romance,diane farr,2002,Signet Book,0451205650
amazon_2171,maximum impact,jean heller,1995,Tor Books (Mm),0812516192
amazon_2185,american pastoral,philip roth,1998,Vintage,0375701427
amazon_2198,el amor en los tiempos del colera love in the times of cholera,gabriel garcia marquez,1987,Sudamericana,9500703203
amazon_2208,april fool dead a death on demand mystery,carolyn g hart,2002,William Morrow &amp; Company,0380977745
amazon_2209,chicken soup for the college soul inspiring and humorous stories for college students chicken soup for the soul,jack canfield,1999,Health Communications,1558747028
amazon_2241,diagnostic and statistical manual of mental disorders dsmivtr text revision,american psychiatric association,2000,American Psychiatric Association,0890420254
amazon_2246,americas best slow cooker recipes,donnamarie pye,2000,Robert Rose,0778800229
amazon_2251,lord of chaos the wheel of time book 6,robert jordan,1995,Tor Fantasy,0812513754
amazon_2252,the fires of heaven the wheel of time book 5,robert jordan,1994,Tor Fantasy,0812550307
amazon_2253,the shadow rising the wheel of time book 4,robert jordan,1993,Tor Fantasy,0812513738
amazon_2255,new threads in the pattern the great hunt part 2 the wheel of time book 2,robert jordan,2003,Starscape,0765348446
amazon_2256,the hunt begins the great hunt part 1 the wheel of time book 2 part 1,robert jordan,2004,Starscape,0765348438
amazon_2257,the eye of the world the wheel of time book 1,robert jordan,1990,Tor Fantasy,0812511816
amazon_2259,the method of zen,eugen herrigel,1974,Vintage,0394712447
amazon_2260,king lear,william shakespeare,1993,Washington Square Press,0671722727
amazon_2263,sun tzus the art of war plus the original chinese revealed,sun tzu,2003,Clearbridge Publishing,1929194196
amazon_2276,harms way,stephen white,1997,Signet Book,0451183681
amazon_2286,the fourth wall,beth saulnier,2001,Warner Books,0446609986
amazon_2298,rogue warrior rogue warrior i paperback,richard marcinko,1993,Pocket,0671795937
amazon_2302,the selfesteem companion,matthew mckay,1999,New Harbinger Publications,1572241381
amazon_2305,creativity flow and the psychology of discovery and invention,mihaly csikszentmihalyi,1997,Perennial,0060928204
amazon_2306,eats shoots amp leaves the zero tolerance approach to punctuation,lynne truss,2004,Gotham Books,1592400876
amazon_2309,naked,david sedaris,1997,Little Brown &amp; Co,0316779490
amazon_2324,the evolution of desire strategies of human mating,david m buss,1995,Basic Books,0465021433
amazon_2326,feeling good the new mood therapy,david d burns,1999,Avon,0380810336
amazon_2335,oscar wildes wit and wisdom a book of quotations dover thrift editions,oscar wilde,1998,Dover Publications,0486401464
amazon_2343,flowers for algernon bantam classic,daniel keyes,1984,Bantam,0553274503
amazon_2353,why girls are weird a novel,pamela ribon,2003,Downtown Press,0743469801
amazon_2366,wedding night,gary devon,1997,AVON,0380728125
amazon_2368,youre not a kid anymore when,jeff foxworthy,1993,Longstreet Press,1563521024
amazon_2370,this present darkness,frank e peretti,2002,Living Books,0842361715
amazon_2373,the berenstain bears and too much vacation first time books,stan berenstain,1989,Random House Children's Books,0394830148
amazon_2375,young wives,olivia goldsmith,2000,HarperCollins Publishers,0060175532
amazon_2376,the berlin stories the last of mr norris and goodbye to berlin new directions book,christopher isherwood,1963,J. Laughlin,0811200701
amazon_2382,hitched,z barnes,1998,Judy Piatkus Publishers Ltd,0749930721
amazon_2383,fantastic imagination,robert boyer,1978,Harper Mass Market Paperbacks (Mm),0380009560
amazon_2384,six of swords,carole nelson douglas,1982,Del Rey Books,0345298365
amazon_2385,paradise wild,johanna lindsey,1981,Avon,0380776510
amazon_2388,huis clos suivi de les mouches folio ser no 807,jeanpaul sartre,1964,Distribooks,2070368076
amazon_2389,escape from kathmandu,kim stanley robinson,2000,Orb Books,0312874995
amazon_2392,pay it forward a novel,catherine ryan hyde,2000,Simon &amp; Schuster,0684862719
