id_a,id_b,label
mbrainz_2432,lastFM_64052,0
mbrainz_30962,lastFM_26553,0
mbrainz_4460,lastFM_78756,0
mbrainz_4700,lastFM_40342,0
mbrainz_358,lastFM_14962,0
mbrainz_2175,lastFM_53659,0
mbrainz_11815,lastFM_25395,0
mbrainz_14665,lastFM_43829,0
mbrainz_315,lastFM_21454,0
mbrainz_431,lastFM_65857,0
mbrainz_512,lastFM_49363,0
mbrainz_2012,lastFM_60607,0
mbrainz_5095,lastFM_10595,0
mbrainz_25955,lastFM_60142,0
mbrainz_1990,lastFM_11345,0
mbrainz_24059,lastFM_11345,0
mbrainz_571,lastFM_1255,0
mbrainz_20479,lastFM_47111,0
mbrainz_103,lastFM_1189,0
mbrainz_26514,lastFM_23154,0
mbrainz_6492,lastFM_82085,0
mbrainz_853,lastFM_46703,0
mbrainz_25776,lastFM_64867,0
mbrainz_208,lastFM_44469,0
mbrainz_18601,lastFM_567,0
mbrainz_24470,lastFM_65412,0
mbrainz_5498,lastFM_42181,0
mbrainz_18501,lastFM_17320,0
mbrainz_1676,lastFM_61737,0
mbrainz_10944,lastFM_74272,0
mbrainz_10786,lastFM_55559,0
mbrainz_10596,lastFM_41254,0
mbrainz_31759,lastFM_78998,0
mbrainz_9350,lastFM_19870,0
mbrainz_8147,lastFM_17430,0
mbrainz_5479,lastFM_71615,0
mbrainz_15808,lastFM_51619,0
mbrainz_16231,lastFM_37119,0
mbrainz_28187,lastFM_70510,0
mbrainz_10415,lastFM_17326,0
mbrainz_11744,lastFM_83403,0
mbrainz_9716,lastFM_20690,0
mbrainz_8645,lastFM_18420,0
mbrainz_3708,lastFM_7721,0
mbrainz_1332,lastFM_56213,0
mbrainz_8203,lastFM_64460,0
mbrainz_15808,lastFM_19022,0
mbrainz_5542,lastFM_50313,0
mbrainz_21265,lastFM_59307,0
mbrainz_430,lastFM_65221,0
mbrainz_11728,lastFM_8266,0
mbrainz_13502,lastFM_29209,0
mbrainz_14040,lastFM_23962,0
mbrainz_371,lastFM_699,0
mbrainz_20864,lastFM_20049,0
mbrainz_21119,lastFM_53393,0
mbrainz_25997,lastFM_65388,0
mbrainz_7957,lastFM_74550,0
mbrainz_25398,lastFM_6158,0
mbrainz_22966,lastFM_198,0
mbrainz_3613,lastFM_7536,0
mbrainz_5880,lastFM_83169,0
mbrainz_1910,lastFM_68107,0
mbrainz_10128,lastFM_59007,0
mbrainz_33241,lastFM_18462,0
mbrainz_4826,lastFM_5740,0
mbrainz_19124,lastFM_30289,0
mbrainz_12116,lastFM_82936,0
mbrainz_1687,lastFM_3875,0
mbrainz_6884,lastFM_76688,0
mbrainz_13200,lastFM_66885,0
mbrainz_3873,lastFM_8050,0
mbrainz_2082,lastFM_83530,0
mbrainz_20817,lastFM_52468,0
mbrainz_4346,lastFM_51836,0
mbrainz_943,lastFM_2186,0
mbrainz_2056,lastFM_23702,0
mbrainz_2101,lastFM_20810,0
mbrainz_8082,lastFM_51395,0
mbrainz_8376,lastFM_11345,0
mbrainz_7917,lastFM_16887,0
mbrainz_12389,lastFM_20254,0
mbrainz_11547,lastFM_76732,0
mbrainz_10,lastFM_38950,0
mbrainz_17086,lastFM_63634,0
mbrainz_6621,lastFM_71516,0
mbrainz_31697,lastFM_78843,0
mbrainz_8936,lastFM_19022,0
mbrainz_835,lastFM_64618,0
mbrainz_13255,lastFM_73880,0
mbrainz_1129,lastFM_10282,0
mbrainz_2549,lastFM_31076,0
mbrainz_27564,lastFM_69064,0
mbrainz_4818,lastFM_9975,0
mbrainz_19124,lastFM_35300,0
mbrainz_26063,lastFM_11345,0
mbrainz_381,lastFM_20132,0
mbrainz_13231,lastFM_63547,0
mbrainz_26137,lastFM_65814,0
mbrainz_14967,lastFM_2479,0
mbrainz_19066,lastFM_6028,0
mbrainz_10025,lastFM_57570,0
mbrainz_295,lastFM_35162,0
mbrainz_16736,lastFM_9708,0
mbrainz_5358,lastFM_11224,0
mbrainz_4617,lastFM_31945,0
mbrainz_5594,lastFM_48496,0
mbrainz_12120,lastFM_67783,0
mbrainz_15910,lastFM_55694,0
mbrainz_17001,lastFM_39737,0
mbrainz_2328,lastFM_5023,0
mbrainz_13229,lastFM_37398,0
mbrainz_6083,lastFM_12800,0
mbrainz_27071,lastFM_54774,0
mbrainz_22914,lastFM_24612,0
mbrainz_18079,lastFM_68122,0
mbrainz_12781,lastFM_21006,0
mbrainz_3907,lastFM_575,0
mbrainz_9120,lastFM_1556,0
mbrainz_1552,lastFM_34906,0
mbrainz_24365,lastFM_12376,0
mbrainz_6621,lastFM_46871,0
mbrainz_17876,lastFM_27790,0
mbrainz_19066,lastFM_12207,0
mbrainz_23433,lastFM_59449,0
mbrainz_9620,lastFM_79215,0
mbrainz_23843,lastFM_32281,0
mbrainz_13945,lastFM_30289,0
mbrainz_24150,lastFM_61153,0
mbrainz_26584,lastFM_66647,0
mbrainz_21257,lastFM_26460,0
mbrainz_20081,lastFM_50546,0
mbrainz_5574,lastFM_76109,0
mbrainz_32672,lastFM_56540,0
mbrainz_11253,lastFM_24136,0
mbrainz_14672,lastFM_32142,0
mbrainz_17392,lastFM_14309,0
mbrainz_4644,lastFM_18811,0
mbrainz_13427,lastFM_29038,0
mbrainz_13703,lastFM_73880,0
mbrainz_2114,lastFM_63682,0
mbrainz_1314,lastFM_28771,0
mbrainz_2870,lastFM_62689,0
mbrainz_9319,lastFM_9373,0
mbrainz_2549,lastFM_51100,0
mbrainz_4556,lastFM_11345,0
mbrainz_23238,lastFM_66262,0
mbrainz_3645,lastFM_22021,0
mbrainz_19630,lastFM_13414,0
mbrainz_12967,lastFM_27952,0
mbrainz_5464,lastFM_28587,0
mbrainz_5019,lastFM_71139,0
mbrainz_14711,lastFM_44713,0
mbrainz_317,lastFM_8572,0
mbrainz_11274,lastFM_7392,0
mbrainz_18332,lastFM_18252,0
mbrainz_6490,lastFM_63068,0
mbrainz_20300,lastFM_44146,0
mbrainz_12092,lastFM_26050,0
mbrainz_21182,lastFM_1241,0
mbrainz_4154,lastFM_5048,0
mbrainz_142,lastFM_22137,0
mbrainz_17784,lastFM_42439,0
mbrainz_7080,lastFM_17754,0
mbrainz_7732,lastFM_16500,0
mbrainz_509,lastFM_14301,0
mbrainz_21595,lastFM_66016,0
mbrainz_13861,lastFM_1041,0
mbrainz_16275,lastFM_37289,0
mbrainz_11333,lastFM_2054,0
mbrainz_2422,lastFM_74815,0
mbrainz_19497,lastFM_59374,0
mbrainz_1194,lastFM_1234,0
mbrainz_4543,lastFM_9367,0
mbrainz_11153,lastFM_64046,0
mbrainz_13911,lastFM_63647,0
mbrainz_2150,lastFM_4666,0
mbrainz_24494,lastFM_49465,0
mbrainz_6258,lastFM_66846,0
mbrainz_30098,lastFM_22977,0
mbrainz_4867,lastFM_63954,0
mbrainz_1739,lastFM_74736,0
mbrainz_9848,lastFM_20983,0
mbrainz_8399,lastFM_23989,0
mbrainz_18311,lastFM_44953,0
mbrainz_22699,lastFM_57572,0
mbrainz_5205,lastFM_10849,0
mbrainz_16498,lastFM_38087,0
mbrainz_30489,lastFM_25719,0
mbrainz_23213,lastFM_58877,0
mbrainz_23843,lastFM_13642,0
mbrainz_11775,lastFM_71328,0
mbrainz_13347,lastFM_5748,0
mbrainz_12009,lastFM_23989,0
mbrainz_6585,lastFM_31398,0
mbrainz_7223,lastFM_654,0
mbrainz_18689,lastFM_45626,0
mbrainz_26566,lastFM_11345,0
mbrainz_25605,lastFM_24333,0
mbrainz_11534,lastFM_24718,0
mbrainz_8320,lastFM_69458,0
mbrainz_17763,lastFM_58729,0
mbrainz_3651,lastFM_24713,0
mbrainz_19665,lastFM_45074,0
mbrainz_11730,lastFM_25183,0
mbrainz_13883,lastFM_30133,0
mbrainz_5845,lastFM_51395,0
mbrainz_6351,lastFM_48770,0
mbrainz_6386,lastFM_13472,0
mbrainz_14174,lastFM_80919,0
mbrainz_19317,lastFM_11345,0
mbrainz_27665,lastFM_77963,0
mbrainz_8759,lastFM_60224,0
mbrainz_12781,lastFM_19525,0
mbrainz_13383,lastFM_38300,0
mbrainz_14967,lastFM_70930,0
mbrainz_3286,lastFM_15506,0
mbrainz_47,lastFM_78859,0
mbrainz_12720,lastFM_27405,0
mbrainz_4145,lastFM_8592,0
mbrainz_28368,lastFM_26050,0
mbrainz_21750,lastFM_8853,0
mbrainz_10253,lastFM_76109,0
mbrainz_15752,lastFM_29448,0
mbrainz_3409,lastFM_7151,0
mbrainz_13383,lastFM_78388,0
mbrainz_20199,lastFM_67191,0
mbrainz_4296,lastFM_56226,0
mbrainz_15891,lastFM_36779,0
mbrainz_14413,lastFM_31506,0
mbrainz_1,lastFM_28992,0
mbrainz_14854,lastFM_30819,0
mbrainz_5123,lastFM_10647,0
mbrainz_12833,lastFM_27646,0
mbrainz_13804,lastFM_36760,0
mbrainz_20300,lastFM_29702,0
mbrainz_3743,lastFM_54797,0
mbrainz_745,lastFM_71098,0
mbrainz_23870,lastFM_61082,0
mbrainz_8158,lastFM_53101,0
mbrainz_11178,lastFM_31850,0
mbrainz_1334,lastFM_14591,0
mbrainz_853,lastFM_1117,0
mbrainz_2341,lastFM_5048,0
mbrainz_5053,lastFM_10164,0
mbrainz_3829,lastFM_81264,0
mbrainz_18169,lastFM_51053,0
mbrainz_1135,lastFM_36665,0
mbrainz_2737,lastFM_64257,0
mbrainz_3959,lastFM_49608,0
mbrainz_20461,lastFM_48581,0
mbrainz_13255,lastFM_70995,0
mbrainz_13383,lastFM_78942,0
mbrainz_29816,lastFM_76111,0
mbrainz_21943,lastFM_55673,0
mbrainz_4966,lastFM_41004,0
mbrainz_7217,lastFM_79215,0
mbrainz_143,lastFM_25186,0
mbrainz_26674,lastFM_77230,0
mbrainz_27764,lastFM_34619,0
mbrainz_25178,lastFM_78203,0
mbrainz_29127,lastFM_67671,0
mbrainz_10025,lastFM_57484,0
mbrainz_1709,lastFM_11345,0
mbrainz_14073,lastFM_30614,0
mbrainz_14245,lastFM_83403,0
mbrainz_12781,lastFM_66761,0
